identifiant_interne,libelle,nom_court,sigle,type_detablissement,secteur_detablissement,vague_contractuelle,localisation,site_internet,geolocalisation,uai_identifiant,siret,siren,identifiant_wikidata,element_wikidata,identifiant_idref,identifiant_eter,identifiant_ror,element_ror,identifiant_isni,element_isni,date_creation,code_commune,commune,code_unite_urbaine,unite_urbaine,code_departement,departement,code_academie,academie,code_region,region,ancien_code_region,ancienne_region,adresse,code_postal,localite,pays,numero_de_telephone,statut_juridique_court,statut_juridique,compte_facebook,compte_twitter,compte_instagram,compte_linkedin,compte_youtube,scanr,article,champ_recherche,commune_std
WAB2P,Ecole nationale superieure d architecture de normandie,ENSA DE NORMANDIE,ENSAN,ECOLE,PUBLIC,,NORMANDIE>SEINE MARITIME>ROUEN>DARNETAL,HTTP://WWW.ROUEN.ARCHI.FR/,"49.43767, 1.1373",0760164R,19760164400028.0,197601644.0,Q3578182,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q3578182,126531536,FR0216,00A5DXW64,HTTPS://ROR.ORG/00A5DXW64,0000 0001 2150 9242,HTTP://WWW.ISNI.ORG/0000 0001 2150 9242,,76212.0,DARNETAL,UU00755,ROUEN,D076,SEINE MARITIME,A70,NORMANDIE,R28,NORMANDIE,R23,HAUTE NORMANDIE,27 RUE LUCIEN FROMAGE,76161,DARNETAL CEDEX,FRANCE,,Autre etablissement public national d enseignement,Autre etablissement public national d enseignement,Https://www.facebook.com/ c3 89cole nationale sup c3 a9rieure darchitecture de normandie 104102103746618/,,,,,,A L,Ecole nationale superieure d architecture de normandie ensa de normandie ensan,76212.0
3XQRL,Ecole nationale superieure d arts de paris cergy,ENSAPC,,ECOLE,PUBLIC,,Ile de france>versailles>val d oise>paris>cergy,HTTP://WWW.ENSAPC.FR/FR/,"49.03643, 2.07795",0951310H,18009240500018.0,180092405.0,Q3578196,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q3578196,,FR0322,044EYE907,HTTPS://ROR.ORG/044EYE907,,,,95127.0,CERGY,UU00851,PARIS,D095,VAL D OISE,A25,VERSAILLES,R11,ILE DE FRANCE,R11,ILE DE FRANCE,2 RUE DES ITALIENS,95000,CERGY,FRANCE,,Autre etablissement public national d enseignement,Autre etablissement public national d enseignement,HTTPS://WWW.FACEBOOK.COM/ENSAPC/,HTTPS://TWITTER.COM/ENSAPC,,,,,A L,Ecole nationale superieure d arts de paris cergy ensapc,95127.0
FHGMV,Ecole superieure angevine en informatique et productique,ESAIP,,ECOLE,PRIVE,VAGUE B,Pays de la loire>nantes>maine et loire>angers>saint barthelemy d anjou,HTTPS://WWW.ESAIP.ORG/,"47.46355710615347, 0.49745321273803716",0492246A,37920438100014.0,379204381.0,Q3578372,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q3578372,,FR0100,058EYQD35,HTTPS://ROR.ORG/058EYQD35,,,1987,49267.0,SAINT BARTHELEMY D ANJOU,UU49701,ANGERS,D049,MAINE ET LOIRE,A17,NANTES,R52,PAYS DE LA LOIRE,R52,PAYS DE LA LOIRE,18 RUE DU 8 MAI 1945,49124,SAINT BARTHELEMY D ANJOU,FRANCE,33241966510.0,ASSOCIATION LOI DE 1901,ASSOCIATION LOI DE 1901,HTTPS://WWW.FACEBOOK.COM/GROUPEESAIP/,HTTPS://TWITTER.COM/GROUPEESAIP,,,Https://www.youtube.com/channel/ucapw oq3pgxx dtfxtoq93g,Https://scanr.enseignementsup recherche.gouv.fr/entite/379204381,A L,Ecole superieure angevine en informatique et productique esaip,49267.0
A2A9U,Institut national superieur de formation et de recherche pour l education inclusive,INSEI,,ECOLE,PUBLIC,VAGUE E,Ile de france>versailles>hauts de seine>paris>suresnes,HTTP://WWW.INSHEA.FR/,"48.86853, 2.21315",0922605G,13000038300013.0,130000383.0,Q3152454,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q3152454,108803821,,021V2KA51,HTTPS://ROR.ORG/021V2KA51,,,1954 04,92073.0,SURESNES,UU00851,PARIS,D092,HAUTS DE SEINE,A25,VERSAILLES,R11,ILE DE FRANCE,R11,ILE DE FRANCE,58/60 AVENUE DES LANDES,92150,SURESNES,FRANCE,33141443100.0,EPA,Etablissement public national a caractere administratif,Https://www.facebook.com/inshea.page.officielle/,HTTPS://TWITTER.COM/INS_HEA,,Https://www.linkedin.com/company/ins hea/,Https://www.youtube.com/channel/ucd_frrbg3vj5k7cmj12vdqa,Https://scanr.enseignementsup recherche.gouv.fr/entite/130000383,,Institut national superieur de formation et de recherche pour l education inclusive institut national superieur de formation et de recherche pour l education des jeunes handicapes et les enseignements adaptes centre national d education de plein air centre national d etudes et de formation pour l enfance inadaptee insei ins hea cnepa cnefei,92073.0
HM42K,Institut national universitaire jean francois champollion,INU ALBI,INUC,AUTRE ETABLISSEMENT,PUBLIC,VAGUE A,OCCITANIE>TOULOUSE>TARN>ALBI,HTTPS://WWW.UNIV JFC.FR/,"43.92, 2.139",0811293R,19811201300018.0,198112013.0,Q929515,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q929515,"086908480,193857561",FR0233,03078MV10,HTTPS://ROR.ORG/03078MV10,0000 0001 2295 9077,HTTP://WWW.ISNI.ORG/0000 0001 2295 9077,2002 04 18,81004.0,ALBI,UU81502,ALBI,D081,TARN,A16,TOULOUSE,R76,OCCITANIE,R73,MIDI PYRENEES,PLACE DE VERDUN,81012,ALBI CEDEX 9,FRANCE,33563481717.0,EPSCP,"Etablissement public a caractere scientifique, culturel et professionnel",Https://www.facebook.com/universite.champollion/,HTTPS://TWITTER.COM/UNIVCHAMPOLLION,,,Https://www.youtube.com/channel/uczgj7hvl1d75j7synpkv_ew,Https://scanr.enseignementsup recherche.gouv.fr/entite/198112013,A L,Institut national universitaire jean francois champollion centre universitaire de formation et de recherche du nord est midi pyrenees jean francois champollion inu albi cufr d albi national university institute jean francois champollion cufr jean francois champollion inuc,81004.0
KYR50,INSTITUT POLYTECHNIQUE DE PARIS,IP PARIS,,ECOLE,PUBLIC,,Ile de france>versailles>essonne>paris>palaiseau,HTTPS://WWW.IP PARIS.FR/,"48.71317, 2.21022",0912403T,13002562000019.0,130025620.0,Q48759778,Https://www.wikidata.org/entity/q48759778,238327159,,042TFBD02,HTTPS://ROR.ORG/042TFBD02,,,2019 06 03,91477.0,PALAISEAU,UU00851,PARIS,D091,ESSONNE,A25,VERSAILLES,R11,ILE DE FRANCE,R11,ILE DE FRANCE,ROUTE DE SACLAY,91128,PALAISEAU CEDEX,FRANCE,33169333333.0,EPSCP,"Etablissement public a caractere scientifique, culturel et professionnel",Https://www.facebook.com/institutpolytechniquedeparis,HTTPS://TWITTER.COM/IP__PARIS,,Https://www.linkedin.com/company/institut polytechnique de paris/,Https://www.youtube.com/channel/ucaxra_1kclw70ksty8o8jmg,Https://scanr.enseignementsup recherche.gouv.fr/entite/130025620,A L,Institut polytechnique de paris ip paris polytechnic institute of paris,91477.0
CET92,UNIVERSITE DE LA REUNION,,UR,UNIVERSITE,PUBLIC,VAGUE E,LA REUNION>SAINT DENIS,HTTP://WWW.UNIV REUNION.FR/,"20.9019, 55.4843",9740478B,19974478000016.0,199744780.0,Q834819,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q834819,026404451,FR0283,005YPKF75,HTTPS://ROR.ORG/005YPKF75,0000 0001 2111 2608,HTTP://WWW.ISNI.ORG/0000 0001 2111 2608,1982 10 01,97411.0,SAINT DENIS,UU9D603,SAINT DENIS,D974,LA REUNION,A28,LA REUNION,R04,LA REUNION,R04,LA REUNION,15 AVENUE RENE CASSIN,97744,SAINT DENIS CEDEX9,FRANCE,33262938080.0,EPSCP,"Etablissement public a caractere scientifique, culturel et professionnel",HTTPS://WWW.FACEBOOK.COM/UNIVREUNION/,HTTPS://TWITTER.COM/UNIV_REUNION,,,Https://www.youtube.com/channel/ucjqc3gbpnezgddq5ndspa5g/,Https://scanr.enseignementsup recherche.gouv.fr/entite/199744780,A L,Universite de la reunion university of reunion island ur,97411.0
CUBKB,UNIVERSITE LUMIERE LYON 2,LYON II,,UNIVERSITE,PUBLIC,VAGUE A,Auvergne rhone alpes>lyon>rhone>lyon>lyon 7e,HTTP://WWW.UNIV LYON2.FR/,"45.75061375319093, 4.837181568145753",0691775E,19691775100014.0,196917751.0,Q4041,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q4041,02640334X,FR0158,03RTH4P18,HTTPS://ROR.ORG/03RTH4P18,0000 0001 2188 0906,HTTP://WWW.ISNI.ORG/0000 0001 2188 0906,1973 07 28,69387.0,LYON 7E,UU00760,LYON,D069,RHONE,A10,LYON,R84,AUVERGNE RHONE ALPES,R82,RHONE ALPES,18 QUAI CLAUDE BERNARD,69365,LYON CEDEX 07,FRANCE,33478697152.0,EPSCP,"Etablissement public a caractere scientifique, culturel et professionnel",Https://www.facebook.com/universite.lumiere.lyon2?ref=ts,HTTPS://TWITTER.COM/UNIV_LYON2,Https://www.instagram.com/universitelyon2/,,HTTPS://WWW.YOUTUBE.COM/USER/UNIVLYON2/,,A L,Universite lyon ii universite lumiere lyon 2 lyon ii lumiere university lyon 2,69387.0
8QDVM,Ecole d ingenieurs des sciences aerospatiales,ELISA,,ECOLE,PRIVE,VAGUE E,Nouvelle aquitaine>bordeaux>gironde>bordeaux>saint jean d illac,HTTP://WWW.ELISA AEROSPACE.FR/,"44.800616, 0.777097",0333415H 0022134J,,512837303.0,Q65162999,Https://www.wikidata.org/entity/q65162999,,,,,,,2009,33422.0,SAINT JEAN D ILLAC,UU33701,BORDEAUX,D033,GIRONDE,A04,BORDEAUX,R75,NOUVELLE AQUITAINE,R72,AQUITAINE,ALLEE DES CHARBONNIERES,33127,SAINT JEAN D ILLAC,FRANCE,,ASSOCIATION LOI DE 1901,ASSOCIATION LOI DE 1901,HTTPS://WWW.FACEBOOK.COM/ELISAEROSPACE/,HTTPS://TWITTER.COM/ELISAEROSPACE,Https://www.instagram.com/elisa_aerospace/,Https://www.linkedin.com/school/elisa aerospace/,HTTPS://WWW.YOUTUBE.COM/USER/ELISASTQ,,A L,Ecole d ingenieurs des sciences aerospatiales elisa,33422.0
TD273,ECOLE FRANCAISE D ATHENES,,EFA,AUTRE ETABLISSEMENT,PUBLIC,,ETRANGER>ATHENES,HTTP://WWW.EFA.GR/,"37.982222, 23.737778",1260001S,18004408300012.0,180044083.0,Q273548,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q273548,030913020,,02FZVR850,HTTPS://ROR.ORG/02FZVR850,0000 0004 0622 3328,HTTP://WWW.ISNI.ORG/0000 0004 0622 3328,1846,,ATHENES,,ATHENES,D999,ETRANGER,A00,ETRANGER,R99,ETRANGER,R99,ETRANGER,6 RUE DIDOTOU,10680,ATHENES,GRECE,,EPSCP,"Etablissement public a caractere scientifique, culturel et professionnel",Https://www.facebook.com/pages/ c3 89cole fran c3 a7aise dath c3 a8nes/474935445909878?hc_location=timeline,,,,Https://www.youtube.com/channel/ucfnijovsuzip7bb1vkpysyq/feed,Https://scanr.enseignementsup recherche.gouv.fr/entite/180044083,A L,Ecole francaise d athenes french school at athens efa,
56AH3,Ecole nationale des travaux publics de l etat,,ENTPE,ECOLE,PUBLIC,VAGUE A,Auvergne rhone alpes>lyon>rhone>lyon>vaulx en velin,HTTP://WWW.ENTPE.FR/,"45.77840382390363, 4.92339849472046",0692566P,13000288400018.0,130002884.0,Q3578157,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q3578157,027941426,FR0163,05R0CCB59,HTTPS://ROR.ORG/05R0CCB59,0000 0001 2184 7794,HTTP://WWW.ISNI.ORG/0000 0001 2184 7794,1954,69256.0,VAULX EN VELIN,UU00760,LYON,D069,RHONE,A10,LYON,R84,AUVERGNE RHONE ALPES,R82,RHONE ALPES,3 RUE MAURICE AUDIN,69256,VAULX EN VELIN CEDEX,FRANCE,33472047070.0,EPSCP,"Etablissement public a caractere scientifique, culturel et professionnel",,,,,,,A L,Ecole d application des ingenieurs des travaux publics de l etat ecole des ingenieurs des travaux publics de l etat ecole nationale des travaux publics de l etat entpe,69256.0
ZGGP9,Ecole nationale superieure d architecture de strasbourg,ENSAS,ENSAS,ECOLE,PUBLIC,,GRAND EST>STRASBOURG>BAS RHIN>STRASBOURG,HTTP://WWW.STRASBOURG.ARCHI.FR/,"48.58582, 7.73711",0670186N,19670186600010.0,196701866.0,Q3578190,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q3578190,026374765,FR0145,02BTQJZ37,HTTPS://ROR.ORG/02BTQJZ37,0000 0004 0411 0039,HTTP://WWW.ISNI.ORG/0000 0004 0411 0039,1922,67482.0,STRASBOURG,UU67701,STRASBOURG,D067,BAS RHIN,A15,STRASBOURG,R44,GRAND EST,R42,ALSACE,6 8 BOULEVARD DU PRESIDENT WILSON,67068,STRASBOURG CEDEX,FRANCE,,Autre etablissement public national d enseignement,Autre etablissement public national d enseignement,HTTPS://WWW.FACEBOOK.COM/ENSASTRASBOURG,,,,Https://www.youtube.com/c/ensastrasbourg_live,,A L,Ecole nationale superieure d architecture de strasbourg ensas,67482.0
JPUNC,ECOLE NATIONALE SUPERIEURE MARITIME,,ENSM,GRAND ETABLISSEMENT,PUBLIC,VAGUE B,NORMANDIE>SEINE MARITIME>LE HAVRE,HTTPS://WWW.SUPMARITIME.FR/,"49.48841, 0.12238",0922706S 0760166T,13001309700071.13,130013097.0,Q3578264,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q3578264,194786412,FR0260,043QD1272,HTTPS://ROR.ORG/043QD1272,0000 0004 4903 5036,HTTP://WWW.ISNI.ORG/0000 0004 4903 5036,2010 10 01,76351.0,LE HAVRE,UU76701,LE HAVRE,D076,SEINE MARITIME,A70,NORMANDIE,R28,NORMANDIE,R23,HAUTE NORMANDIE,10 QUAI FRISSARD,76600,LE HAVRE,FRANCE,33235547800.0,EPSCP,"Etablissement public a caractere scientifique, culturel et professionnel",Https://www.facebook.com/ecolenationalesuperieuremaritime,HTTPS://TWITTER.COM/ENSM,Https://www.instagram.com/ensm_marine_marchande/,,Https://www.youtube.com/channel/ucxo8zrkscshbr4ww7qay zg,Https://scanr.enseignementsup recherche.gouv.fr/entite/130013097,A L,Ecole nationale superieure maritime french maritime academy ensm,76351.0
HQGFY,Ecole superieure d arts et medias de caen cherbourg,ESAM CAEN/CHERBOURG,,ECOLE,PUBLIC,,NORMANDIE>CALVADOS>CAEN,HTTP://WWW.ESAM C2.FR/,"49.180866, 0.346302",0141432F,20002813200013.0,200028132.0,Q3578397,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q3578397,174791534,FR0009,00C62ES15,HTTPS://ROR.ORG/00C62ES15,,,2011,14118.0,CAEN,UU14701,CAEN,D014,CALVADOS,A70,NORMANDIE,R28,NORMANDIE,R25,BASSE NORMANDIE,17 COURS CAFFARELLI,14000,CAEN,FRANCE,,EPLC,ETABLISSEMENT PUBLIC LOCAL CULTUREL,Https://www.facebook.com/esam.caen.cherbourg/,HTTPS://TWITTER.COM/ESAMCAENCH,HTTPS://WWW.INSTAGRAM.COM/ESAMCAENCH/,,,,A L,Ecole superieure d arts et medias de caen cherbourg esam caen/cherbourg,14118.0
5YWUA,Ecole superieure des sciences economiques et commerciales,,ESSEC,ECOLE,PRIVE,VAGUE E,Ile de france>versailles>val d oise>paris>cergy,HTTPS://WWW.ESSEC.EDU/FR/,"49.03397, 2.078427",0951214D,77566395800046.0,775663958.0,Q273642,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q273642,028029429,,02DGA6J42,HTTPS://ROR.ORG/02DGA6J42,0000 0001 0666 5255,HTTP://WWW.ISNI.ORG/0000 0001 0666 5255,1907,95127.0,CERGY,UU00851,PARIS,D095,VAL D OISE,A25,VERSAILLES,R11,ILE DE FRANCE,R11,ILE DE FRANCE,AVENUE BERNARD HIRSCH,95021,CERGY PONTOISE CEDEX,FRANCE,33134433000.0,ASSOCIATION LOI DE 1901,ASSOCIATION LOI DE 1901,HTTPS://WWW.FACEBOOK.COM/ESSEC,HTTPS://TWITTER.COM/ESSEC,HTTPS://WWW.INSTAGRAM.COM/ESSEC_BSCHOOL/,Https://www.linkedin.com/company/essec business school/,HTTPS://WWW.YOUTUBE.COM/USER/ESSEC,Https://scanr.enseignementsup recherche.gouv.fr/entite/775663958,A L,Ecole superieure des sciences economiques et commerciales essec business school essec,95127.0
DQAK0,SCIENCES PO TOULOUSE,IEP DE TOULOUSE,IEP TOULOUSE,AUTRE ETABLISSEMENT,PUBLIC,VAGUE A,Occitanie>toulouse>haute garonne>toulouse,HTTP://WWW.SCIENCESPO TOULOUSE.FR/,"43.605603, 1.431672",0310133B,19311386700025.195,193113867.0,Q1664755,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q1664755,026386321,,022SCMY89,HTTPS://ROR.ORG/022SCMY89,0000 0001 2242 5542,HTTP://WWW.ISNI.ORG/0000 0001 2242 5542,1948 05 04,31555.0,TOULOUSE,UU00758,TOULOUSE,D031,HAUTE GARONNE,A16,TOULOUSE,R76,OCCITANIE,R73,MIDI PYRENEES,21 ALLEE DE BRIENNE,31000,TOULOUSE,FRANCE,,EPA,Etablissement public national a caractere administratif,,HTTPS://TWITTER.COM/SCIENCESPO_TLSE,,,,Https://scanr.enseignementsup recherche.gouv.fr/entite/193113867,A,Institut d etudes politiques de toulouse sciences po toulouse iep de toulouse iep toulouse,31555.0
QYW7J,Institut national des sciences appliquees centre val de loire,INSA CENTRE VAL DE LOIRE,INSA CVL,ECOLE,PUBLIC,VAGUE C,Centre val de loire>orleans tours>cher>bourges,HTTP://WWW.INSA CENTREVALDELOIRE.FR/,"47.0821667774133, 2.416074872016907",0411068N 0180974L,13001833600011.0,130018336.0,Q15651478,Https://www.wikidata.org/entity/q15651478,203592077,FR0319,03Y0QC033,HTTPS://ROR.ORG/03Y0QC033,0000 0004 4685 0174,HTTP://WWW.ISNI.ORG/0000 0004 4685 0174,2014 01 01,18033.0,BOURGES,UU18501,BOURGES,D018,CHER,A18,ORLEANS TOURS,R24,CENTRE VAL DE LOIRE,R24,CENTRE VAL DE LOIRE,88 BOULEVARD LAHITOLLE,18022,BOURGES CEDEX,FRANCE,33254558477.0,EPSCP,"Etablissement public a caractere scientifique, culturel et professionnel",HTTPS://WWW.FACEBOOK.COM/INSACVL,HTTPS://TWITTER.COM/INSACVL,,,,Https://scanr.enseignementsup recherche.gouv.fr/entite/130018336,A L,Institut national des sciences appliquees centre val de loire insa centre val de loire insa cvl,18033.0
F2WCI,Institut polytechnique des sciences avancees,IPSA,,ECOLE,PRIVE,VAGUE E,Ile de france>creteil>val de marne>paris>ivry sur seine,HTTPS://WWW.IPSA.FR/,"48.814007, 2.393909",0942144V,89812490400019.42,898124904.4336957,Q183213,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q183213,,,050R7ZC91,HTTPS://ROR.ORG/050R7ZC91,,,1963 09 01,94041.0,IVRY SUR SEINE,UU00851,PARIS,D094,VAL DE MARNE,A24,CRETEIL,R11,ILE DE FRANCE,R11,ILE DE FRANCE,15 RUE MAURICE GRANDCOING,94200,IVRY SUR SEINE,FRANCE,33184071515.0,"SAS, SOCIETE PAR ACTIONS SIMPLIFIEE","SAS, SOCIETE PAR ACTIONS SIMPLIFIEE",HTTPS://WWW.FACEBOOK.COM/ECOLE.IPSA/,HTTPS://TWITTER.COM/IPSA,HTTPS://WWW.INSTAGRAM.COM/IPSA.AERO/,Https://www.linkedin.com/school/ipsa c3 a9cole d ing c3 a9nieurs de l air et de l espace/,Https://www.youtube.com/user/ipsaofficiel,Https://scanr.enseignementsup recherche.gouv.fr/entite/433695632,A L,Institut polytechnique des sciences avancees ipsa,94041.0
5TVY4,UNIVERSITE BRETAGNE SUD,,UBS,UNIVERSITE,PUBLIC,VAGUE B,BRETAGNE>RENNES>MORBIHAN>LORIENT,HTTP://WWW.UNIV UBS.FR/,"47.74618, 3.39072",0561718N,19561718800600.0,195617188.0,Q1125958,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q1125958,05017746X,FR0108,04ED7FW48,HTTPS://ROR.ORG/04ED7FW48,0000 0001 2168 0285,HTTP://WWW.ISNI.ORG/0000 0001 2168 0285,1995 02 07,56121.0,LORIENT,UU56601,LORIENT,D056,MORBIHAN,A14,RENNES,R53,BRETAGNE,R53,BRETAGNE,27 RUE ARMAND GUILLEMOT,56321,LORIENT CEDEX,FRANCE,33297876666.0,EPSCP,"Etablissement public a caractere scientifique, culturel et professionnel",HTTPS://WWW.FACEBOOK.COM/UNIVUBS/,HTTPS://TWITTER.COM/UBS_UNIVERSITE,Https://www.instagram.com/ubs_universite/,,Https://www.youtube.com/channel/ucmhx rtnstlszapkcw viwg,Https://scanr.enseignementsup recherche.gouv.fr/entite/195617188,A L,Universite bretagne sud universite bretagne sud south brittany university ubs,56121.0
OJZ4A,UNIVERSITE DE HAUTE ALSACE,,UHA,UNIVERSITE,PUBLIC,VAGUE C,GRAND EST>STRASBOURG>HAUT RHIN>MULHOUSE,HTTPS://WWW.UHA.FR/,"47.7323, 7.31485",0681166Y,19681166500013.0,196811665.0,Q280183,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q280183,026403250,FR0150,04K8K6N84,HTTPS://ROR.ORG/04K8K6N84,0000 0004 0473 5039,HTTP://WWW.ISNI.ORG/0000 0004 0473 5039,1975 10 10,68224.0,MULHOUSE,UU68701,MULHOUSE,D068,HAUT RHIN,A15,STRASBOURG,R44,GRAND EST,R42,ALSACE,2 RUE DES FRERES LUMIERE,68093,MULHOUSE CEDEX,FRANCE,33389336000.0,EPSCP,"Etablissement public a caractere scientifique, culturel et professionnel",HTTPS://WWW.FACEBOOK.COM/UHA68,HTTPS://TWITTER.COM/UHA68,HTTPS://WWW.INSTAGRAM.COM/UHA68/,Https://www.linkedin.com/school/universit c3 a9 de haute alsace mulhouse colmar/,Https://www.youtube.com/user/univhautealsace,Https://scanr.enseignementsup recherche.gouv.fr/entite/196811665,A L,Universite de mulhouse universite de haute alsace upper alsace university uha,68224.0
4K25D,UNIVERSITE DE STRASBOURG,,UNISTRA,UNIVERSITE,PUBLIC,VAGUE C,GRAND EST>STRASBOURG>BAS RHIN>STRASBOURG,HTTP://WWW.UNISTRA.FR/,"48.57872, 7.76465",0673021V,13000545700010.0,130005457.0,Q157575,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q157575,131056549,FR0149,00PG6EQ24,HTTPS://ROR.ORG/00PG6EQ24,0000 0001 2157 9291,HTTP://WWW.ISNI.ORG/0000 0001 2157 9291,2009 01 01,67482.0,STRASBOURG,UU67701,STRASBOURG,D067,BAS RHIN,A15,STRASBOURG,R44,GRAND EST,R42,ALSACE,4 RUE BLAISE PASCAL,67081,STRASBOURG CEDEX,FRANCE,33368850000.0,EPSCP,"Etablissement public a caractere scientifique, culturel et professionnel",HTTPS://WWW.FACEBOOK.COM/UNISTRA/,HTTPS://TWITTER.COM/UNISTRA,Https://www.instagram.com/unistraofficiel/,,Https://www.youtube.com/channel/ucdrq17ahgo_ywznrpb x5sa,Https://scanr.enseignementsup recherche.gouv.fr/entite/130005457,A L,Universite de strasbourg university of strasbourg unistra,67482.0
2RXUC,Ecole des hautes etudes commerciales de paris,HEC PARIS,,ECOLE,PRIVE,VAGUE E,Ile de france>versailles>yvelines>paris>jouy en josas,HTTPS://WWW.HEC.EDU/FR,"48.757325, 2.169014",0783054W,81775918600023.0,817759186.0,Q273535,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q273535,027321118,,0423JSJ19,HTTPS://ROR.ORG/0423JSJ19,0000 0004 0641 8416,HTTP://WWW.ISNI.ORG/0000 0004 0641 8416,1881,78322.0,JOUY EN JOSAS,UU00851,PARIS,D078,YVELINES,A25,VERSAILLES,R11,ILE DE FRANCE,R11,ILE DE FRANCE,1 RUE DE LA LIBERATION,78350,JOUY EN JOSAS,FRANCE,,SA A CONSEIL D ADMINISTRATION,SA A CONSEIL D ADMINISTRATION,HTTPS://WWW.FACEBOOK.COM/HECPARIS,HTTPS://TWITTER.COM/HECPARIS,HTTPS://WWW.INSTAGRAM.COM/HEC_PARIS/,Http://www.linkedin.com/company/hec paris,HTTPS://WWW.YOUTUBE.COM/USER/HECPARIS,Https://scanr.enseignementsup recherche.gouv.fr/entite/817759186,A L,Ecole des hautes etudes commerciales de paris hec paris,78322.0
XBZHH,Ecole nationale superieure des metiers de l image et du son,LA FEMIS,,ECOLE,PUBLIC,,ILE DE FRANCE>PARIS>PARIS 18E,HTTP://WWW.FEMIS.FR/,"48.89055, 2.34257",0753457A,42150644500012.0,421506445.0,Q1138556,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q1138556,029083532,,032Q0QD45,HTTPS://ROR.ORG/032Q0QD45,,,1986 01 01,75118.0,PARIS 18E,UU00851,PARIS,D075,PARIS,A01,PARIS,R11,ILE DE FRANCE,R11,ILE DE FRANCE,6 RUE FRANCOEUR,75018,PARIS,FRANCE,,Etablissement public national a caractere industriel ou commercial dote d un comptable public,Etablissement public national a caractere industriel ou commercial dote d un comptable public,HTTPS://WWW.FACEBOOK.COM/LAFEMIS.PARIS/,,,,,,A L,Ecole nationale superieure des metiers de l image et du son la femis,75118.0
42FAY,Ecole superieure d art et de design d amiens,ESAD AMIENS,,ECOLE,PUBLIC,VAGUE E,HAUTS DE FRANCE>AMIENS>SOMME>AMIENS,HTTP://WWW.ESAD AMIENS.FR/,"49.90229, 2.29326",0801367B,20002708400017.21,200027084.21800017,Q3578393,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q3578393,052472183,FR0342,,,,,,80021.0,AMIENS,UU80601,AMIENS,D080,SOMME,A20,AMIENS,R32,HAUTS DE FRANCE,R22,PICARDIE,40 RUE DES TEINTURIERS,80080,AMIENS,FRANCE,,Sans personnalite juridique secteur public,Sans personnalite juridique secteur public,,,,,,,A L,Ecole superieure d art et de design d amiens esad amiens,80021.0
NMN4R,Ecole superieure de chimie organique et minerale,,ESCOM,ECOLE,PRIVE,VAGUE E,HAUTS DE FRANCE>AMIENS>OISE>COMPIEGNE,HTTPS://WWW.ESCOM.FR/,"49.40196, 2.80246",0602099F 0951803U,78428076000033.0,784280760.0,Q3578426,HTTPS://WWW.WIKIDATA.ORG/ENTITY/Q3578426,035816120,FR0131,02J530K95,HTTPS://ROR.ORG/02J530K95,0000 0001 0225 2269,HTTP://WWW.ISNI.ORG/0000 0001 0225 2269,1969 06 21,60159.0,COMPIEGNE,UU60502,COMPIEGNE,D060,OISE,A20,AMIENS,R32,HAUTS DE FRANCE,R22,PICARDIE,1 ALLEE DU RESEAU JEAN MARIE BUCKMASTER,60200,COMPIEGNE,FRANCE,33344238800.0,ASSOCIATION LOI DE 1901,ASSOCIATION LOI DE 1901,Https://www.facebook.com/escom chimie page officielle 159150504133842/,HTTPS://TWITTER.COM/ESCOM_CHIMIE,Https://www.instagram.com/escom_chimie_compiegne_/,Https://www.linkedin.com/school/escom chimie compiegne/,HTTPS://WWW.YOUTUBE.COM/USER/ESCOMCHIMIE,Https://scanr.enseignementsup recherche.gouv.fr/entite/784280760,A L,Ecole superieure de chimie organique et minerale escom,60159.0
